combo_name,ElasticNet,L1LogisticRegression,L2LogisticRegression,SimpleLogisticRegression,SupportVectorClassifier
original_4ch,135.6142857142857,140.05714285714285,137.18253968253967,140.53412698412697,121.70036075036076
