source_run,combo_name,ElasticNet,L1LogisticRegression,L2LogisticRegression,SimpleLogisticRegression,SupportVectorClassifier
demographics-only,demographics_only,125.82460317460318,125.01587301587303,126.80714285714286,128.61666666666667,116.14487734487733
