SimpleLogisticRegression,L1LogisticRegression,L2LogisticRegression,ElasticNet,RandomForestClassifier,SupportVectorClassifier
0.76875,0.6708333333333334,0.7208333333333334,0.6270833333333334,0.8340277777777778,0.7243055555555555
0.55,0.45833333333333337,0.5666666666666667,0.5583333333333333,0.5833333333333334,0.6166666666666667
0.0311804782231162,0.09501461875826149,0.06236095644623237,0.07728015412913086,0.11180339887498948,0.016666666666666653
0.5208333333333333,0.5166666666666666,0.5583333333333333,0.50625,0.6645833333333332,0.65
0.5166208333333333,0.5104208333333333,0.5138708333333334,0.5023541666666667,0.6278374999999999,0.6443499999999999
0.0017086712064252295,0.007703333400944792,0.0015375875088014215,0.0028470790953185623,0.015253015981365024,0.002853464025433682
0.48391608391608393,0.4363636363636364,0.27472527472527475,0.4997002997002998,0.3678321678321678,0.6293706293706294
