SimpleLogisticRegression,L1LogisticRegression,L2LogisticRegression,ElasticNet,RandomForestClassifier,SupportVectorClassifier
0.7450786056049215,0.679084073820916,0.7058612440191387,0.7052033492822967,0.7699333561175667,0.6693096377306904
0.6076923076923076,0.6538461538461539,0.6153846153846153,0.6153846153846153,0.6307692307692307,0.6538461538461539
0.0784464540552736,0.0,0.048650425541052006,0.048650425541052006,0.03076923076923079,0.0
0.6291538461538462,0.6706153846153846,0.6726153846153846,0.6746153846153846,0.6863076923076923,0.6708461538461539
0.5908430769230769,0.6501200769230768,0.6360474615384615,0.636273923076923,0.6500093846153845,0.6668504615384613
0.001398754327478219,0.033605999999999935,0.029221047595523922,0.028856416236459955,0.017098281592261844,0.00014523076923076417
0.2471528471528471,0.802997002997003,0.435964035964036,0.43416583416583415,0.3988011988011988,0.8015984015984016
